samplingProtocol,year,custom_cycle,custom_unitCode,custom_plantCommunity,custom_samplingFrame,custom_transectType,custom_transectNumber,decimalLatitude,decimalLongitude,geodeticDatum,custom_startDate,custom_endDate,custom_eventTimeStart,custom_eventTimeEnd,recordedBy,eventRemarks,custom_segment,occurrenceRemarks,custom_coverClass,custom_dead,custom_cf,identificationQualifier,custom_speciesCode,scientificName,vernacularName,custom_lifeForm,establishmentMeans,custom_certified,custom_certifiedBy,custom_certifiedDate,eventID,locationID
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,0 - 20,NA,2,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,780 - 800,NA,1,0,0,NA,ANEHUP,Anemone hupehensis var. japonica,Japanese anemone,Herb,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,780 - 800,NA,4,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,780 - 800,NA,2,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,800 - 820,NA,2,0,0,NA,RUBROS1,Rubus rosifolius,thimbleberry,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,820 - 840,NA,4,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,820 - 840,NA,3,0,0,NA,PSICAT,Psidium cattleianum,strawberry guava,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,820 - 840,NA,3,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,820 - 840,NA,3,0,0,NA,RUBROS1,Rubus rosifolius,thimbleberry,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,840 - 860,NA,2,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,860 - 880,NA,4,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,880 - 900,NA,1,0,0,NA,EHRSTI,Ehrharta stipoides,meadow ricegrass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,880 - 900,NA,3,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,880 - 900,NA,2,0,0,NA,RUBROS1,Rubus rosifolius,thimbleberry,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,880 - 900,NA,4,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,900 - 920,NA,2,0,0,NA,PERCAP,Persicaria capitata,Persicaria capitata,Herb,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,900 - 920,NA,4,0,0,NA,RUBROS1,Rubus rosifolius,thimbleberry,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,900 - 920,NA,1,0,0,NA,ANDVIR,Andropogon virginicus,broomsedge,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,900 - 920,NA,4,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,920 - 940,NA,4,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,920 - 940,NA,3,0,0,NA,RUBROS1,Rubus rosifolius,thimbleberry,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,920 - 940,NA,4,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,920 - 940,NA,2,0,0,NA,PSICAT,Psidium cattleianum,strawberry guava,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,940 - 960,NA,2,0,0,NA,RUBROS1,Rubus rosifolius,thimbleberry,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,940 - 960,NA,4,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,940 - 960,NA,3,0,0,NA,ANDVIR,Andropogon virginicus,broomsedge,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,940 - 960,NA,4,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,960 - 980,NA,3,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,960 - 980,NA,2,0,0,NA,RUBROS1,Rubus rosifolius,thimbleberry,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,960 - 980,NA,3,0,0,NA,EHRSTI,Ehrharta stipoides,meadow ricegrass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,960 - 980,NA,4,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,980 - 1000,NA,2,0,0,NA,MORFAY,Morella faya,fire tree,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,1,19.386043,-155.229628,EPSG: 4326,2010-11-15,2010-11-15,NA,NA,Adam Mehlhorn | Bret Callaway | Daemerson Awong,NA,980 - 1000,NA,2,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104121500-709037899.971008,20110104121020-533424019.813538
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,0 - 20,NA,1,0,0,NA,PSICAT,Psidium cattleianum,strawberry guava,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,0 - 20,NA,3,0,0,NA,PASCON,Paspalum conjugatum,Hilo grass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,0 - 20,NA,1,0,0,NA,TIBHER,Tibouchina herbacea,cane tibouchina,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,0 - 20,NA,7,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,20 - 40,NA,1,0,0,NA,TIBHER,Tibouchina herbacea,cane tibouchina,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,20 - 40,NA,5,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,20 - 40,NA,1,0,0,NA,ANDGLO1,Andropogon glomeratus var. pumilus,bushy bluestem,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,20 - 40,NA,4,0,0,NA,PASCON,Paspalum conjugatum,Hilo grass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,40 - 60,NA,2,0,0,NA,TIBHER,Tibouchina herbacea,cane tibouchina,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,40 - 60,NA,1,0,0,NA,PSICAT,Psidium cattleianum,strawberry guava,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,40 - 60,NA,1,0,0,NA,PASEDU,Passiflora edulis,passionfruit,Vine,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,40 - 60,NA,5,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,40 - 60,NA,5,0,0,NA,PASCON,Paspalum conjugatum,Hilo grass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,40 - 60,NA,1,0,0,NA,ANDGLO1,Andropogon glomeratus var. pumilus,bushy bluestem,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,60 - 80,NA,4,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,60 - 80,NA,2,0,0,NA,PASEDU,Passiflora edulis,passionfruit,Vine,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,60 - 80,NA,3,0,0,NA,TIBHER,Tibouchina herbacea,cane tibouchina,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,60 - 80,NA,5,0,0,NA,PASCON,Paspalum conjugatum,Hilo grass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,60 - 80,NA,1,0,0,NA,PSICAT,Psidium cattleianum,strawberry guava,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,80 - 100,NA,4,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,80 - 100,NA,1,0,0,NA,PSICAT,Psidium cattleianum,strawberry guava,Tree,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,80 - 100,NA,1,0,0,NA,PASEDU,Passiflora edulis,passionfruit,Vine,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,80 - 100,NA,3,0,0,NA,PASCON,Paspalum conjugatum,Hilo grass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,80 - 100,NA,2,0,0,NA,TIBHER,Tibouchina herbacea,cane tibouchina,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,100 - 120,NA,1,0,0,NA,ANDVIR,Andropogon virginicus,broomsedge,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,100 - 120,NA,5,0,0,NA,NEPBRO,Nephrolepis brownii,sword fern,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,100 - 120,NA,5,0,0,NA,PASCON,Paspalum conjugatum,Hilo grass,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,100 - 120,NA,3,0,0,NA,TIBHER,Tibouchina herbacea,cane tibouchina,Shrub,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,100 - 120,NA,1,0,0,NA,PHYGRO1,Phymatosorus grossus,naturalized laua‘e,Fern,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
Established Invasive Plant Species,2010,1,HAVO,Wet Forest,Nahuku / East Rift,Fixed,10,19.351519,-155.143429,EPSG: 4326,2010-10-20,2010-10-20,NA,NA,Corie Yanger | Lauren Greig | Reid Loo,NA,100 - 120,NA,1,0,0,NA,ANDGLO1,Andropogon glomeratus var. pumilus,bushy bluestem,Grass,Non-Native,1,Alison Ainsworth,2012-09-18,20110104141808-714927077.293396,20110104125513-191922485.8284
